track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_mins,time_signature,artist_names,track_name,region
2BH3j05ZXWr5PR30sW079d,0.692,0.729,11,-10.435,1,0.0554,0.438,0.656,0.0939,0.13,100.015,2.32,4,Isolate.exe,Crystals,Belarus
58HvfVOeJY7lUuCqF0m3ly,0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,3.07,3,Elley Duhé,MIDDLE OF THE NIGHT,Belarus
1xwDjxLlGNxXiHYqltJvpH,0.657,0.896,8,-5.906,1,0.0425,0.00361,0.0733,0.125,0.331,92.164,2.21,4,конец солнечных дней,дети немой страны,Belarus
6qZra71fzsZOgmCPwzBKLt,0.803,0.744,0,-6.174,1,0.324,0.374,1.92e-06,0.23,0.927,149.996,2.38,4,FACE,Vlone,Belarus
2Y8UYrqM7mHud5GOr5395q,0.847,0.442,10,-7.174,1,0.0473,0.286,1.26e-05,0.161,0.157,127.969,3.34,4,LSP,Монетка,Belarus
0DiLlQDMvP4fFwHGNfJu8d,0.945,0.839,5,-6.919,0,0.156,0.00416,0.0,0.109,0.452,127.025,3.4,4,вышел покурить,сопротивление,Belarus
0cXmD7OpJfjmKP7zlrMQHS,0.786,0.905,5,-4.046,0,0.274,0.0606,1.14e-06,0.46,0.657,129.951,2.21,4,хочуспать,спать с тобой,Belarus
7EkWXAI1wn8Ii883ecd9xr,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,2.45,4,Surf Curse,Freaks,Belarus
7FUzvOhDj64gFgjex5St3Y,0.707,0.858,10,-5.24,1,0.0919,0.0897,0.0,0.377,0.757,163.944,2.16,4,LOVV66,Трап Трап,Belarus
0G17UriYHMjXnZE2OJJSMR,0.74,0.934,10,-8.178,1,0.0384,0.063,0.831,0.198,0.261,119.693,2.31,4,Xantesha,SUNRISE (Slowed + Reverb),Belarus
4H15QMzixtVgXvaLPzXN3V,0.476,0.877,7,-2.985,1,0.0369,0.000873,0.0437,0.372,0.345,147.986,3.42,4,Три дня дождя,Демоны,Belarus
3CIyK1V4JEJkg02E4EJnDl,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,2.89,4,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Belarus
4DcMqvjv5pcYVu9jTBhpDH,0.926,0.478,10,-9.541,1,0.252,0.0547,0.000487,0.0808,0.62,124.991,2.76,4,ROCKET,Инкассатор,Belarus
2sSHkfYdxqcBAPK6aRbKSq,0.812,0.832,2,-4.559,1,0.281,0.0992,0.0,0.045,0.359,99.168,2.47,4,"Yanix, SODA LUV",Badass,Belarus
6XJPX1JLcJhyhPyvuuST2f,0.711,0.515,9,-5.27,0,0.0302,0.0415,0.0,0.0974,0.172,110.062,4.58,4,"PHARAOH, LSP",Порнозвезда,Belarus
3oIvvpkmjxdzd7NYNg5fxm,0.683,0.797,1,-6.495,1,0.155,0.0242,0.0,0.421,0.39,102.726,1.58,4,163ONMYNECK,ВЫКЛЮЧАТЕЛЬ,Belarus
61kTS7t3eXn2R6ZsYUKbj2,0.616,0.944,11,-3.277,0,0.103,0.000215,0.0,0.281,0.749,109.029,2.7,4,Valentin Strykalo,Я бью женщин и детей,Belarus
0G51Gckb1jFoH0ZFaN49xN,0.72,0.677,2,-7.595,1,0.0917,0.0093,0.003,0.0566,0.229,110.026,4.11,4,Poshlaya Molly,ПОРНХАБ КРИСМАС КЛАБ,Belarus
2rowi7dF3AqhugMtAnvQmP,0.872,0.541,10,-8.742,0,0.266,0.179,3.44e-05,0.101,0.459,159.877,1.94,4,GONE.Fludd,TRAXXXMANIA,Belarus
6fiQEMbqzE6CMrcHeukmGc,0.672,0.613,8,-9.055,1,0.437,0.0911,0.0,0.296,0.623,97.374,2.12,4,163ONMYNECK,ЖМУРКИ,Belarus
2qsXes5vZabYIFqqYCP1Hs,0.787,0.671,1,-4.673,1,0.123,0.298,0.0,0.121,0.385,154.034,3.07,4,"Дора, MAYBE BABY",Барбисайз,Belarus
51K6oQ8WNneTfUaaQnzQdq,0.725,0.873,2,-5.005,1,0.0892,0.0799,0.000207,0.372,0.658,132.065,2.73,4,СЕРЕГА ПИРАТ,Почему ты еще не фанат?,Belarus
5BZ7XT296b9V1Xwi7O4EVu,0.626,0.417,1,-9.617,1,0.344,0.676,0.00687,0.326,0.309,157.93,3.7,4,Husky,Бог войны,Belarus
4wwqUoX7OweabhkpP2kaTS,0.479,0.548,2,-5.438,0,0.0271,0.00129,0.00195,0.121,0.12,133.834,3.3,4,Zemfira,ХОЧЕШЬ?,Belarus
1juAqcNtCrQJAj7fuj08wS,0.503,0.679,1,-5.066,0,0.0319,0.0185,0.00638,0.0927,0.321,119.084,2.38,4,Три дня дождя,Где ты,Belarus
0cOftxEWGyu4XAqEsqmdWS,0.776,0.56,11,-10.458,0,0.0403,0.77,0.0288,0.164,0.283,119.98,2.47,4,ooes,зима,Belarus
1WMUqe3wdl3gYBzOmVpzWJ,0.82,0.474,8,-7.927,1,0.295,0.00475,0.00288,0.103,0.311,174.079,2.16,4,INSTASAMKA,СНОВА?,Belarus
1Kp2TF4fFYjJPqEMf1U0RK,0.735,0.649,8,-11.643,1,0.0745,0.399,1.31e-05,0.104,0.329,92.005,2.78,4,"OG Buda, MAYOT, 17 SEVENTEEN",Вина (feat. 17 SEVENTEEN),Belarus
1aXV8GrmQLvgoFtBPERP7E,0.474,0.921,9,-10.431,0,0.0457,0.00491,0.85,0.476,0.696,93.01,2.04,4,Eyedress,Jealous,Belarus
5jryefNsWX0TvFZBAIGlJs,0.506,0.769,1,-5.068,1,0.248,0.00706,0.0,0.229,0.327,139.596,2.93,5,"Scally Milano, 163ONMYNECK, FEARMUCH",Кид Кади,Belarus
3F8ydJz1se1vIxZTRcRjIJ,0.685,0.93,8,-4.65,1,0.0398,0.153,0.841,0.168,0.487,124.011,2.06,4,"SHADXWBXRN, ARCHEZ, KXNVRA",PRINCE OF DARKNESS,Belarus
4mTPviBGRgjPxeaQFnBDW3,0.758,0.448,1,-6.547,0,0.0551,0.226,0.0,0.0825,0.607,119.965,2.23,4,Дора,Дорадура,Belarus
4k6Uh1HXdhtusDW5y8Gbvy,0.686,0.494,1,-7.093,1,0.0355,0.613,5.8e-05,0.402,0.7,168.946,3.87,4,Steve Lacy,Bad Habit,Belarus
1cKHdTo9u0ZymJdPGSh6nq,0.323,0.737,10,-4.008,1,0.0338,0.142,0.000162,0.163,0.155,113.26,4.02,4,"The Weeknd, Gesaffelstein",I Was Never There,Belarus
7n8TQPcPNpmzfKpTBBzsMh,0.768,0.41,9,-9.009,0,0.157,0.325,5.76e-06,0.134,0.36,144.001,2.46,4,"Aarne, MORGENSHTERN",Daleko,Belarus
0PGAJ37n4O2AslZosr1YGx,0.824,0.613,0,-6.043,1,0.094,0.0158,0.348,0.159,0.511,117.051,1.4,4,KSLV Noh,Disaster,Belarus
5mnpMkzp3Z2RCCbwIEZCbv,0.805,0.816,1,-4.685,1,0.346,0.363,0.826,0.121,0.338,124.966,2.36,4,PlayaPhonk,Phonky Town,Belarus
5XFPXH2ieaL05Xgsati1JJ,0.782,0.443,1,-9.375,0,0.226,0.00284,0.0564,0.126,0.212,75.549,2.71,4,ROCKET,She Wants,Belarus
6WX6YUtobLydEjuvFqVggj,0.765,0.775,10,-6.05,1,0.388,0.456,0.0,0.076,0.7,89.231,3.22,4,"Miyagi & Andy Panda, TumaniYO",Brooklyn,Belarus
0Hx9nPMKwsWLyg0rqsqmgo,0.621,0.688,1,-6.116,0,0.0604,0.476,0.0,0.137,0.326,105.68,3.75,4,LSP,Тело,Belarus
66jiJ5DX54pWNBL2Vt2859,0.873,0.569,2,-7.38,1,0.285,0.123,3.93e-05,0.65,0.423,105.048,3.19,4,"Big Baby Tape, kizaru",Big Tymers,Belarus
4h3KlpOEXS6FxIpab6EKlf,0.905,0.876,2,-5.467,1,0.0422,0.00391,0.841,0.058,0.31,124.976,2.34,4,MC ORSEN,INCOMING,Belarus
02MWAaffLxlfxAUY7c5dvx,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,3.98,4,Glass Animals,Heat Waves,Belarus
4Gbvsz5oOesTeYiod5Wwra,0.566,0.906,7,-5.199,1,0.0681,0.000741,0.0,0.343,0.405,141.025,3.18,4,Poshlaya Molly,Ханнамонтана,Belarus
1cmIuauHOxvxzTCFXFnNRL,0.486,0.907,4,-4.309,1,0.111,0.00034,0.000388,0.0768,0.249,168.024,5.52,4,Pornofilmy,В диапазоне,Belarus
1DIXPcTDzTj8ZMHt3PDt8p,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.386,79.975,4.01,4,"Coolio, L.V.",Gangsta's Paradise,Belarus
571md1FedFYFaYUMUktYaF,0.842,0.7,9,-7.567,1,0.294,0.058,7.54e-06,0.48,0.846,153.969,2.39,4,FACE,ЮМОРИСТ - Original Motion Picture Soundtrack,Belarus
0IjCnXqJTlPElz8HmIiO9p,0.979,0.553,7,-5.955,1,0.0567,0.0134,0.0,0.113,0.648,116.071,2.4,4,"The Limba, MORGENSHTERN",Известным,Belarus
52TAW7MgoBhjx0ESJBvhs3,0.794,0.606,1,-5.963,1,0.0892,0.0269,0.0,0.32,0.516,137.934,2.75,4,"LOVV66, blago white",Говорят чо,Belarus
6KM7gePYUE2Xefjp4g9L2s,0.7,0.749,0,-6.288,0,0.14,0.0179,0.0,0.155,0.515,175.111,1.55,4,Кишлак,Самый лучший день,Belarus
1zdbpQXkC4oHNiYiuLrbQZ,0.621,0.866,11,-4.978,0,0.0375,0.000625,1.17e-06,0.0849,0.333,124.093,2.59,4,дипинс,Этажи,Belarus
4U1CD6Laspn0qUW0M4ks9w,0.533,0.563,3,-9.756,0,0.172,0.618,0.00096,0.164,0.465,74.896,3.5,4,"MiyaGi, Andy Panda",Говори мне,Belarus
