track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_mins,time_signature,artist_names,track_name,region
46HNZY1i7O6jwTA7Slo2PI,0.573,0.711,1,-6.268,0,0.0406,0.0114,0.0,0.328,0.47,105.006,3.77,4,"Coldplay, BTS",My Universe,Peru
7jtQIBanIiJOMS6RyCx6jZ,0.442,0.538,4,-8.55,0,0.0451,0.717,2.95e-05,0.09,0.139,122.758,4.07,4,Tom Odell,Another Love,Peru
0UvZcEfpzVyx47QsRbjyBz,0.629,0.698,8,-4.485,1,0.308,0.0509,0.00166,0.0909,0.599,117.765,3.36,4,Bad Bunny,El Apagón,Peru
7JEnT0uFWcwZqNZWv7hC9N,0.605,0.349,3,-13.719,1,0.096,0.238,0.0,0.0753,0.6,99.362,2.81,4,Los Abuelos De La Nada,Mil Horas,Peru
7kYbxvrGXv8cmKjkqgqhrw,0.801,0.633,11,-2.785,0,0.0777,0.414,0.0,0.27,0.676,92.025,2.79,4,TINI,La Triple T,Peru
6lV9cTvioGWqRXSgfjAUGL,0.773,0.767,7,-4.019,1,0.0819,0.0352,0.0,0.299,0.49,94.99,4.2,4,"Maluma, Feid",Mojando Asientos (feat. Feid),Peru
6BnqTZLQNh3bLSuGOHqLoa,0.761,0.517,9,-11.678,1,0.0335,0.346,0.00385,0.0948,0.926,101.996,3.61,4,Agua Marina,Tu Amor Fue una Mentira,Peru
4HYDUMY0xSpeBr0AMY9cUz,0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,3.65,4,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,Peru
3Ne5uYDFzHEFYAPbaBMIck,0.68,0.808,10,-3.854,0,0.224,0.0911,2.23e-06,0.205,0.868,176.131,2.92,4,Maria Becerra,AUTOMÁTICO,Peru
6TCnhziFkBPhOTqvh8zVDU,0.753,0.733,0,-3.715,1,0.056,0.253,0.0,0.398,0.156,92.064,2.46,4,Danny Ocean,Volare,Peru
1xzi1Jcr7mEi9K2RfzLOqS,0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,3.76,4,Beyoncé,CUFF IT,Peru
7DcJXd2xxVcohwehWahFJJ,0.827,0.781,7,-5.914,1,0.0502,0.188,0.000759,0.249,0.961,95.411,5.04,4,Frankie Ruiz,Tú Con Él,Peru
3BnDvpeuGOj21Ir2aVEtQo,0.814,0.789,11,-6.29,1,0.0405,0.365,0.000502,0.137,0.842,107.003,3.66,4,Rema,Calm Down,Peru
1p7m9H4H8s0Y7SgRm7j3ED,0.739,0.745,7,-6.658,1,0.0267,0.21,0.0135,0.127,0.949,109.326,4.63,4,Andrés Calamaro,Flaca,Peru
77dMSg2VHi2wwXjXNrmcrZ,0.566,0.531,6,-6.635,1,0.0716,0.192,0.0,0.179,0.367,118.96,3.79,4,"Paulo Londra, Lenny Tavárez",Nena Maldición (feat. Lenny Tavárez),Peru
75JFxkI2RXiU7L9VXzMkle,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,5.16,4,Coldplay,The Scientist,Peru
2q9udNV9NK0BL3q9p6TLxf,0.805,0.757,8,-7.46,1,0.0355,0.279,0.000839,0.101,0.973,102.14,4.52,4,"ChiChi Peralta, Jandy Feliz",Procura,Peru
2tFwfmceQa1Y6nRPhYbEtC,0.807,0.606,3,-8.871,0,0.088,0.0946,0.0,0.119,0.304,92.988,3.79,4,"Jhayco, Bad Bunny",CÓMO SE SIENTE - Remix,Peru
6jjYDGxVJsWS0a5wlVF5vS,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0788,0.695,109.997,2.75,4,BTS,Butter,Peru
7cx9L3i88euMfx1oNCqDAD,0.747,0.812,3,-4.274,0,0.111,0.341,0.000131,0.174,0.884,180.062,5.51,4,"Boza, Lunay, Lenny Tavárez, Juhn, Beéle",Ella - Remix,Peru
7dMTCS9BLzBqYTlAuHP8TM,0.797,0.677,9,-4.163,0,0.0857,0.101,0.0,0.441,0.919,130.034,3.66,4,Danna Paola,XT4S1S,Peru
5jW3rF4URMdK7tO2xjS5EI,0.855,0.649,8,-2.443,1,0.151,0.25,0.0,0.0801,0.741,161.986,4.4,4,Paulo Londra,Tal Vez,Peru
2f0Ft2XdvNSMSY5TUlZgEz,0.278,0.572,7,-8.295,1,0.0407,0.392,0.0,0.063,0.311,95.351,4.23,3,Pablo Alborán,Saturno,Peru
0xzI1KAr0Yd9tv8jlIk3sn,0.762,0.861,0,-3.296,1,0.0955,0.0185,0.0,0.264,0.955,120.048,2.88,4,"benny blanco, BTS, Snoop Dogg",Bad Decisions (with BTS & Snoop Dogg),Peru
0S4w5ZBEbxYxiygvz9wWdK,0.876,0.673,8,-7.15,1,0.139,0.0524,0.00571,0.0813,0.462,113.995,2.59,4,Feid,Belixe,Peru
5Q2J37xbIR60z6ifswoGKe,0.76,0.962,11,-6.288,0,0.0375,0.066,2.18e-05,0.0343,0.972,137.017,4.6,4,Pedro Suárez-Vértiz,"Un Vino, Una Cerveza",Peru
1A9PKAFEHMWgXNLpgf7k4J,0.677,0.722,2,-4.443,0,0.0626,0.538,0.0,0.11,0.786,172.0,2.89,4,Myke Towers,Piensan,Peru
5g7sDjBhZ4I3gcFIpkrLuI,0.728,0.697,5,-4.125,1,0.0456,0.0556,0.0,0.282,0.87,143.986,3.89,4,Bruno Mars,Locked out of Heaven,Peru
3lGMtkONrZdJ8kTCg6KIFf,0.585,0.643,3,-8.392,1,0.0395,0.201,0.000306,0.144,0.592,152.98,3.7,3,Natalia Lafourcade,Hasta la Raíz,Peru
059bcIhyc2SBwm6sw2AZzd,0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,3.86,4,"Piso 21, Micro TDH",Te Vi,Peru
0L8LOav65XwLjCLS11gNPD,0.915,0.621,7,-6.519,1,0.1,0.0745,0.0,0.628,0.527,131.984,2.99,4,BLACKPINK,Typa Girl,Peru
0bI7K9Becu2dtXK1Q3cZNB,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,2.34,4,"Tiësto, KAROL G",Don't Be Shy,Peru
0gCPvo1GkbtPhMqg5Gbx1K,0.734,0.531,1,-5.662,1,0.0321,0.196,0.0,0.119,0.199,130.024,4.66,4,"Daddy Yankee, Bad Bunny",Vuelve,Peru
0HYAsQwJIO6FLqpyTeD3l6,0.6,0.76,6,-6.123,0,0.0451,0.167,4.07e-05,0.189,0.519,158.075,3.09,4,Fujii Kaze,Shinunoga E-Wa,Peru
6OKhBvddAlWxxFnjbpilhu,0.717,0.837,8,-6.968,0,0.0282,0.155,1.15e-05,0.422,0.919,129.881,2.69,4,Los Enanitos Verdes,La Muralla Verde,Peru
3RiPr603aXAoi4GHyXx0uy,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,4.3,4,Coldplay,Hymn for the Weekend,Peru
6JIC3hbC28JZKZ8AlAqX8h,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,3.38,4,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,Peru
6xGruZOHLs39ZbVccQTuPZ,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,3.89,3,Joji,Glimpse of Us,Peru
0akyEssGRVHstqCSWXusJL,0.83,0.159,1,-14.461,1,0.0383,0.946,2.02e-05,0.362,0.189,104.95,3.46,4,Ed Maverick,Fuentes de Ortiz,Peru
1mSviQV9iQnGSRyvTIuxAj,0.706,0.739,10,-3.753,1,0.0586,0.266,2.62e-05,0.126,0.371,91.906,3.21,4,"Alvaro Diaz, Rauw Alejandro",Problemón,Peru
1AWefrQG0I0OtvatTB01EZ,0.684,0.631,5,-5.638,0,0.0485,0.363,0.0,0.156,0.59,124.041,2.9,4,Munic HB,Pico y Pala,Peru
4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,2.92,4,"David Guetta, Bebe Rexha",I'm Good (Blue),Peru
704LUEih663hiE3CnyUrFW,0.822,0.736,1,-3.969,1,0.15,0.157,0.000781,0.0748,0.679,175.93,3.02,4,KAROL G,SEJODIOTO,Peru
5PjdY0CKGZdEuoNab3yDmX,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,2.36,4,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Peru
2LBqCSwhJGcFQeTHMVGwy3,0.586,0.525,1,-7.163,0,0.0615,0.111,0.0,0.134,0.508,133.629,4.34,4,The Weeknd,Die For You,Peru
17I27VXKtqXJHL6ReaG0eS,0.655,0.673,0,-5.98,0,0.308,0.473,0.0,0.0753,0.342,181.891,4.16,4,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola - Remix,Peru
3UI9I3e1g1y5T3SMfdgfGO,0.836,0.637,6,-4.803,1,0.0367,0.535,0.0,0.129,0.875,120.025,3.84,4,"Carlos Baute, Marta Sánchez",Colgando en tus manos (con Marta Sánchez),Peru
4t9a07PAghtQMRAIP9FQ7Z,0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.799,92.01,4.43,4,"Lunay, Daddy Yankee, Bad Bunny",Soltera - Remix,Peru
7wdwIaXUuzlu1grzWMFRJm,0.467,0.9,11,-4.505,1,0.0451,0.000187,0.000493,0.105,0.554,130.027,4.08,4,Ghost,Mary On A Cross,Peru
3AbNNvo2OmyeDMvRBgf9vk,0.855,0.83,1,-2.815,1,0.106,0.0783,1.31e-06,0.08,0.775,90.009,3.18,4,"TINI, Becky G, Anitta",La Loto,Peru
2yjHvbMtfyoXXJYpsR3rYP,0.739,0.887,0,-5.084,1,0.0317,0.167,0.0,0.225,0.873,98.011,3.28,4,Grupo 5,Motor Y Motivo,Peru
2n7ohqg1s68ToAHh4u9mcW,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976,3.2,4,Bad Bunny,Vete,Peru
5ddr0ZG0fPFlIrSw1glHVo,0.612,0.769,11,-5.695,0,0.029,0.106,0.000488,0.0404,0.917,139.325,3.17,4,Armonia 10,Dios Mío Hasta Que Me Enamoré,Peru
1JSTJqkT5qHq8MDJnJbRE1,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,4.23,4,The Police,Every Breath You Take,Peru
6aommJFM8i3iT4inKuDSXh,0.68,0.321,5,-10.944,1,0.0376,0.791,4.67e-06,0.125,0.416,110.827,3.6,4,Jósean Log,Chachachá,Peru
2RVrdr062uLFxXwIxwdXPH,0.849,0.724,5,-4.139,1,0.0665,0.0204,5.98e-06,0.235,0.63,98.005,3.35,4,"Piso 21, Paulo Londra",Te Amo,Peru
3SQRqRJ4xl2FZ8B5eswvvU,0.664,0.878,8,-7.021,1,0.0359,0.0249,6.53e-06,0.038,0.927,106.508,3.67,4,Grupo 5,El Ritmo de Mi Corazón,Peru
2DB4DdfCFMw1iaR6JaR03a,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,3.43,4,"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),Peru
